time,roll,pitch,yaw
1518.91,2.85875,-109.266,-39.6538
1540.75,2.86492,-109.261,-39.6432
1561.84,2.86492,-109.261,-39.6432
1582.03,2.86492,-109.261,-39.6432
1602.11,2.86492,-109.261,-39.6432
1624.1,2.85628,-109.251,-39.6515
1644.34,2.86492,-109.261,-39.6432
1665.39,2.86492,-109.261,-39.6432
1686.65,2.86492,-109.261,-39.6432
1706.6,2.86492,-109.261,-39.6432
1726.71,2.86492,-109.261,-39.6432
1747.89,2.86492,-109.261,-39.6432
1767.94,2.86492,-109.261,-39.6432
1777.94,2.86492,-109.261,-39.6432
1799.03,2.86492,-109.261,-39.6432
1820.55,2.86492,-109.261,-39.6432
1842.37,2.86492,-109.261,-39.6432
1864.72,2.86492,-109.261,-39.6432
1885.56,2.86492,-109.261,-39.6432
1907.46,2.86492,-109.261,-39.6432
1927.48,2.86245,-109.246,-39.6408
1948.74,2.85943,-109.243,-39.6427
1959.64,2.86245,-109.246,-39.6408
1979.67,2.85606,-109.262,-39.6353
2000.86,2.86245,-109.246,-39.6408
2021.1,2.86245,-109.246,-39.6408
2041.22,2.85943,-109.243,-39.6427
2061.4,2.86245,-109.246,-39.6408
2081.66,2.85943,-109.243,-39.6427
2101.56,2.86245,-109.246,-39.6408
2122.49,2.86245,-109.246,-39.6408
2142.65,2.86245,-109.246,-39.6408
2163.91,2.86492,-109.261,-39.6432
2185,2.86245,-109.246,-39.6408
2206.19,2.85943,-109.243,-39.6427
2227.19,2.85943,-109.243,-39.6427
2238.36,2.85943,-109.243,-39.6427
2259.33,2.85359,-109.247,-39.6329
2279.41,2.86245,-109.246,-39.6408
2300.94,2.86245,-109.246,-39.6408
2322.06,2.86245,-109.246,-39.6408
2343.16,2.86492,-109.261,-39.6432
2364.22,2.86492,-109.261,-39.6432
2385.31,2.86245,-109.246,-39.6408
2407.47,2.86492,-109.261,-39.6432
2418.39,2.86492,-109.261,-39.6432
2449.13,2.86492,-109.261,-39.6432
2460.04,2.85875,-109.266,-39.6538
2480.24,2.86492,-109.261,-39.6432
2500.19,2.86492,-109.261,-39.6432
2521.32,2.86492,-109.261,-39.6432
2542.2,2.8499,-109.267,-39.6459
2562.63,2.8499,-109.267,-39.6459
2584.06,2.85606,-109.262,-39.6353
2606.11,2.8499,-109.267,-39.6459
2627.26,2.8499,-109.267,-39.6459
2647.48,2.85606,-109.262,-39.6353
2667.44,2.8499,-109.267,-39.6459
2677.93,2.8499,-109.267,-39.6459
2697.99,2.85875,-109.266,-39.6538
2718.08,2.85875,-109.266,-39.6538
2748.5,2.85875,-109.266,-39.6538
2759.55,2.85875,-109.266,-39.6538
2779.78,2.86492,-109.261,-39.6432
2800.09,2.85875,-109.266,-39.6538
2821.6,2.86492,-109.261,-39.6432
2841.92,2.86492,-109.261,-39.6432
2862.09,2.88331,-109.237,-39.6479
2882.71,2.96199,-109.178,-39.6579
2903.09,3.02959,-109.198,-39.677
2924.2,3.02374,-109.202,-39.6672
2944.54,3.15597,-109.261,-39.7004
2965.85,3.58889,-109.266,-39.8786
2986.27,3.87665,-109.275,-39.9895
3006.5,4.1658,-109.208,-40.1258
3027.42,4.32284,-109.174,-40.3376
3048.11,4.43105,-109.21,-40.5673
3058.2,4.54257,-109.206,-40.859
3088.87,4.67501,-109.224,-41.1116
3099.05,4.91198,-109.256,-41.2876
3120.16,5.09618,-109.25,-41.3908
3141.57,5.20872,-109.265,-41.4981
3162.65,5.29452,-109.262,-41.6351
3182.86,5.35937,-109.259,-41.802
3203.7,5.37642,-109.26,-41.9951
3224.93,5.34314,-109.261,-42.1747
3245.13,5.19643,-109.183,-42.3653
3265.35,5.10378,-108.886,-42.4329
3285.56,4.92881,-108.585,-42.3308
3305.96,4.63646,-108.168,-41.9503
3326.99,5.31738,-107.339,-41.7516
3347.28,5.6952,-106.569,-42.3037
3367.5,5.77232,-105.665,-43.0904
3388.1,5.71249,-104.699,-43.9536
3398.08,5.63968,-103.847,-44.7931
3419.68,5.76524,-102.86,-45.304
3439.95,6.42773,-101.895,-45.5389
3461.25,7.19636,-100.782,-45.6516
3481.76,8.30122,-99.3137,-45.6676
3502.04,9.85379,-97.612,-45.5693
3523.04,11.7593,-95.7388,-45.498
3543.44,13.8964,-93.6006,-45.6351
3564.17,16.2359,-91.2823,-46.1389
3584.59,18.4765,-89.1668,-46.9114
3604.94,20.2115,-87.2397,-47.7979
3625.05,21.2939,-85.2505,-48.6929
3645.42,21.8053,-82.9104,-49.5142
3666.39,21.9911,-80.2586,-50.1997
3686.61,22.1926,-77.3282,-50.8602
3706.97,22.726,-74.0261,-51.6351
3728.13,23.5674,-70.474,-52.6518
3738.41,24.4449,-66.8583,-53.8083
3758.78,25.2126,-63.0976,-54.9841
3783.57,25.8568,-59.0054,-56.2431
3799.26,26.3249,-54.7252,-57.6286
3820.79,26.5226,-50.4218,-59.1019
3841,26.5221,-46.0642,-60.6597
3861.42,26.103,-41.7639,-62.0361
3882.5,25.2873,-37.74,-62.9396
3902.95,24.1878,-34.0305,-63.2672
3923.14,22.9883,-30.7164,-63.0852
3944.92,21.6596,-27.8865,-62.3501
3965.95,20.1967,-25.5702,-61.0274
3987.1,18.4827,-23.9696,-58.8662
3998.02,16.4067,-23.1529,-55.6051
4019.16,13.891,-23.0965,-51.1927
4040.16,10.8099,-23.688,-45.5987
4060.35,7.22995,-24.5693,-39.2559
4079.61,3.26236,-25.5521,-32.4475
4101.41,-1.02983,-26.6098,-25.3377
4122.5,-5.45094,-27.6844,-18.1572
4142.65,-9.79978,-28.5872,-11.0181
4163.57,-14.1022,-29.0387,-3.83657
4184.71,-18.3375,-28.8396,3.38418
4206.01,-22.4709,-28.1348,10.7182
4227.05,-26.5416,-26.932,18.3731
4247.38,-30.6632,-25.0814,26.6858
4257.88,-34.6424,-22.4139,36.0521
4279.16,-38.2642,-18.9205,46.601
4299.38,-41.1792,-14.6483,57.9213
4319.71,-43.1742,-9.81403,69.3541
4340.78,-44.2002,-4.92983,80.2633
4362.04,-44.3071,-0.746096,89.5224
4382.22,-43.8971,2.41872,96.5597
4402.71,-43.3864,4.43169,101.333
4423.74,-43.0516,5.41012,104.062
4444.79,-42.987,5.5329,105.007
4464.88,-43.1989,4.99156,104.313
4485.09,-43.578,3.97382,102.331
4505.5,-44.0331,2.32514,99.006
4525.89,-44.6149,-0.282848,93.9174
4546.04,-45.1077,-4.26515,86.5104
4567.48,-45.0848,-9.46495,77.027
4589.08,-44.1063,-15.4452,66.1513
4599.3,-42.0631,-21.5558,54.6461
4619.63,-38.952,-27.2196,42.8575
4641.56,-34.7738,-32.0251,31.0461
4663.59,-29.772,-35.5835,19.5915
4686.45,-24.3375,-37.5721,9.01567
4705.84,-18.9264,-37.9508,-0.32752
4726.94,-14.093,-36.9737,-8.3341
4747.53,-10.0685,-34.9816,-15.2953
4767.81,-6.87625,-32.3128,-21.5436
4778.06,-4.37766,-29.2113,-27.3556
4799.06,-2.24704,-25.7652,-33.1443
4819.24,-0.345875,-22.0637,-39.15
4840.29,1.58969,-18.3762,-45.7976
4860.83,3.36563,-14.8253,-53.0165
4881.07,4.54653,-11.3757,-59.9675
4902.04,5.18544,-8.01104,-65.7802
4923.42,5.49039,-4.94212,-69.806
4943.71,5.58109,-2.12713,-71.9545
4964.8,5.6418,0.178297,-72.9382
4985.08,5.6302,2.14395,-73.7055
5005.95,5.49661,3.97314,-74.8006
5026.15,5.29002,5.67525,-76.3266
5047.62,5.05443,7.15679,-77.7876
5067.84,4.80684,8.23364,-78.6211
5078.29,4.63143,8.73534,-78.6975
5099.51,4.48855,8.73458,-78.2376
5119.73,4.37367,8.36958,-77.4222
5140.42,4.32556,7.64069,-76.1344
5160.63,4.36729,6.48815,-73.9443
5180.66,4.48105,4.73311,-70.4039
5202.07,4.53519,2.23144,-65.4049
5222.32,4.22408,-1.08492,-59.0682
5241.66,3.3194,-5.05651,-51.7304
5262.15,1.57612,-9.32205,-43.8177
5282.15,-1.09297,-13.771,-35.9549
5302.47,-4.68839,-18.248,-28.3865
5322.79,-9.17022,-22.4431,-21.0382
5343.13,-14.3049,-26.0349,-13.872
5364.33,-19.6992,-28.7825,-6.93681
5385.34,-25.1704,-30.5838,-0.32406
5406.22,-30.6728,-31.424,6.0359
5427.4,-36.1208,-31.7197,11.93
5446.81,-41.2733,-31.8698,17.0377
5468.27,-45.8185,-32.3327,20.9592
5478.21,-49.5037,-33.7794,23.2993
5499.41,-52.1514,-36.9302,23.5829
5521.15,-53.5879,-42.1027,21.5031
5542.2,-53.7539,-48.5303,17.6011
5563.67,-52.8313,-55.4778,12.5576
5585.8,-50.9554,-62.4607,6.92085
5606.79,-48.3874,-69.1046,1.22047
5626.94,-45.2471,-75.4205,-4.36514
5648.1,-41.6919,-80.9799,-9.46981
5658.23,-37.7173,-85.513,-14.0834
5678.72,-33.1518,-88.9613,-18.1667
5699.88,-27.9467,-91.1668,-21.6741
5720.09,-22.7758,-92.3145,-24.7125
5741.34,-17.7957,-92.8288,-27.5719
5761.6,-13.2782,-92.9789,-30.1488
5783.54,-9.17063,-92.7218,-32.3737
5805.63,-5.44365,-92.2375,-34.273
5826.14,-2.21273,-91.6925,-35.9409
5848.1,0.370031,-91.2954,-37.4145
5858.27,2.26973,-91.2557,-38.6437
5878.58,3.51448,-91.6279,-39.5514
5899.76,4.19505,-92.152,-40.1296
5919.92,4.40977,-92.5928,-40.4176
5940.06,4.29862,-92.8699,-40.5423
5960.98,4.10053,-92.9953,-40.6521
5982.14,4.02304,-93.0637,-40.9207
6002.99,4.18182,-93.188,-41.4495
6024.36,4.59611,-93.4789,-42.2264
6044.61,5.1798,-93.9111,-43.0863
6064.65,5.77738,-94.3837,-43.8476
6084.96,6.2525,-94.7771,-44.4211
6106.35,6.58853,-95.1562,-44.8646
6127.16,6.7257,-95.6615,-45.2038
