time,roll,pitch,yaw
1.8082576476249441504478454589843750000000000000,-11.4648,-98.0321,-48.6336
1.8082587221824783831834793090820312500000000000,-11.4648,-98.0321,-48.6336
1.8082608525948051363229751586914062500000000000,-11.4648,-98.0321,-48.6336
1.8082628626743957400321960449218750000000000000,-11.4648,-98.0321,-48.6336
1.8082649785544034093618392944335937500000000000,-11.4648,-98.0321,-48.6336
1.8082671620273388922214508056640625000000000000,-11.4648,-98.0321,-48.6336
1.8082683175873141735792160034179687500000000000,-11.4648,-98.0321,-48.6336
1.8082709629185259342193603515625000000000000000,-11.4648,-98.0321,-48.6336
1.8082730487714897841215133666992187500000000000,-11.4648,-98.0321,-48.6336
1.8082750434205166995525360107421875000000000000,-11.4648,-98.0321,-48.6336
1.8082770524735420942306518554687500000000000000,-11.4648,-98.0321,-48.6336
1.8082790779836967587471008300781250000000000000,-11.4648,-98.0321,-48.6336
1.8082811565223809331655502319335937500000000000,-11.4648,-98.0321,-48.6336
1.8082831927152339369058609008789062500000000000,-11.4648,-98.0321,-48.6336
1.8082842018612917512655258178710937500000000000,-11.4648,-98.0321,-48.6336
1.8082863138916783034801483154296875000000000000,-11.4648,-98.0321,-48.6336
1.8082884216874815523624420166015625000000000000,-11.4648,-98.0321,-48.6336
1.8082905392356578260660171508789062500000000000,-11.4648,-98.0321,-48.6336
1.8082926556610282510519027709960937500000000000,-11.4648,-98.0321,-48.6336
1.8082946772894818335771560668945312500000000000,-11.4648,-98.0321,-48.6336
1.8082973557915944606065750122070312500000000000,-11.4648,-98.0321,-48.6336
1.8082993617649231106042861938476562500000000000,-11.4648,-98.0321,-48.6336
1.8083018366541661322116851806640625000000000000,-11.4648,-98.0321,-48.6336
1.8083020538048692047595977783203125000000000000,-11.4648,-98.0321,-48.6336
1.8083041759405106306076049804687500000000000000,-11.4648,-98.0321,-48.6336
1.8083063125443108379840850830078125000000000000,-11.4722,-98.0403,-48.6451
1.8083084929696299135684967041015625000000000000,-11.4722,-98.0403,-48.6451
1.8083105921037860214710235595703125000000000000,-11.4722,-98.0403,-48.6451
1.8083127904940027743577957153320312500000000000,-11.4722,-98.0403,-48.6451
1.8083149074647359549999237060546875000000000000,-11.4722,-98.0403,-48.6451
1.8083170382620245218276977539062500000000000000,-11.4798,-98.0409,-48.6368
1.8083191337390407919883728027343750000000000000,-11.4798,-98.0409,-48.6368
1.8083202215136069804430007934570312500000000000,-11.4648,-98.0321,-48.6336
1.8083231743012137711048126220703125000000000000,-11.4722,-98.0403,-48.6451
1.8083244129809219390153884887695312500000000000,-11.4648,-98.0321,-48.6336
1.8083265088429003953933715820312500000000000000,-11.4648,-98.0321,-48.6336
1.8083286933424014598131179809570312500000000000,-11.4722,-98.0403,-48.6451
1.8083308079071216285228729248046875000000000000,-11.4722,-98.0403,-48.6451
1.8083329296578008681535720825195312500000000000,-11.4722,-98.0403,-48.6451
1.8083351243908777832984924316406250000000000000,-11.4798,-98.0409,-48.6368
1.8083372170127581804990768432617187500000000000,-11.4798,-98.0409,-48.6368
1.8083382216675918549299240112304687500000000000,-11.4798,-98.0409,-48.6368
1.8083404255435183644294738769531250000000000000,-11.4798,-98.0409,-48.6368
1.8083430236206326633691787719726562500000000000,-11.4798,-98.0409,-48.6368
1.8083450316470924764871597290039062500000000000,-11.4798,-98.0409,-48.6368
1.8083471457947704941034317016601562500000000000,-11.4755,-98.042,-48.6353
1.8083492802491988986730575561523437500000000000,-11.4732,-98.0562,-48.6381
1.8083512493944868445396423339843750000000000000,-11.4655,-98.0556,-48.6464
1.8083532639011416584253311157226562500000000000,-11.4732,-98.0562,-48.6381
1.8083552750072982162237167358398437500000000000,-11.4732,-98.0562,-48.6381
1.8083573932933188974857330322265625000000000000,-11.4732,-98.0562,-48.6381
1.8083581284105237573385238647460937500000000000,-11.4805,-98.0644,-48.6497
1.8083602596890147775411605834960937500000000000,-11.4805,-98.0644,-48.6497
1.8083623025866243988275527954101562500000000000,-11.4805,-98.0644,-48.6497
1.8083643295083072036504745483398437500000000000,-11.4762,-98.0655,-48.6481
1.8083664516439486294984817504882812500000000000,-11.4762,-98.0655,-48.6481
1.8083685372723512351512908935546875000000000000,-11.4762,-98.0655,-48.6481
1.8083706418922170996665954589843750000000000000,-11.4762,-98.0655,-48.6481
1.8083728383576232939958572387695312500000000000,-11.4762,-98.0655,-48.6481
1.8083748558156546205282211303710937500000000000,-11.4762,-98.0655,-48.6481
1.8083768966922134160995483398437500000000000000,-11.4762,-98.0655,-48.6481
1.8083789251537442207336425781250000000000000000,-11.4762,-98.0655,-48.6481
1.8083810529354963451623916625976562500000000000,-11.4762,-98.0655,-48.6481
1.8083831713498376309871673583984375000000000000,-11.4762,-98.0655,-48.6481
1.8083841743365019559860229492187500000000000000,-11.4762,-98.0655,-48.6481
1.8083862275639276951551437377929687500000000000,-11.4762,-98.0655,-48.6481
1.8083882324786104261875152587890625000000000000,-11.4762,-98.0655,-48.6481
1.8083902614855047315359115600585937500000000000,-11.4805,-98.0644,-48.6497
1.8083923636993575841188430786132812500000000000,-11.4805,-98.0644,-48.6497
1.8083945541016109287738800048828125000000000000,-11.4805,-98.0644,-48.6497
1.8083966519846402108669281005859375000000000000,-11.4805,-98.0644,-48.6497
1.8083986842637117952108383178710937500000000000,-11.4932,-98.0677,-48.6684
1.8084007983472295105457305908203125000000000000,-11.5376,-98.1665,-48.6684
1.8084028185641556978225708007812500000000000000,-11.56,-98.2795,-48.6865
1.8084049429774895310401916503906250000000000000,-11.5326,-98.2213,-48.6756
1.8084070698289163410663604736328125000000000000,-11.5196,-98.1484,-48.6551
1.8084081618701457977294921875000000000000000000,-11.4999,-98.0908,-48.636
1.8084102115366723388433456420898437500000000000,-11.5156,-98.1232,-48.6521
1.8084124016181241720914840698242187500000000000,-11.5308,-98.2009,-48.7351
1.8084144892996579408645629882812500000000000000,-11.2703,-98.1054,-48.9331
1.8084165322293475270271301269531250000000000000,-10.7986,-97.7762,-49.0624
1.8084185584452666342258453369140625000000000000,-10.3014,-97.4843,-49.1163
1.8084206716626193374395370483398437500000000000,-9.87481,-97.2602,-49.2408
1.8084228034223131835460662841796875000000000000,-9.35966,-97.0245,-49.4044
1.8084248464482434093952178955078125000000000000,-8.74576,-96.7817,-49.6412
1.8084268728245630860328674316406250000000000000,-8.26983,-96.4269,-49.9003
1.8084289925221111625432968139648437500000000000,-7.68052,-95.8521,-50.1822
1.8084300780510652810335159301757812500000000000,-7.01883,-95.1424,-50.4461
1.8084331501127619296312332153320312500000000000,-6.41257,-94.3532,-50.7365
1.8084342025991357862949371337890625000000000000,-5.92775,-93.7026,-51.003
1.8084363284560773521661758422851562500000000000,-5.56069,-93.2957,-51.0995
1.8084383597727440297603607177734375000000000000,-5.26963,-93.0164,-51.0583
1.8084403677671235054731369018554687500000000000,-5.08567,-92.6714,-50.8964
1.8084424035750146955251693725585937500000000000,-4.84903,-91.9803,-50.77
1.8084444864445220679044723510742187500000000000,-4.69105,-91.0657,-50.8468
1.8084464461582388728857040405273437500000000000,-4.57389,-90.1348,-51.119
1.8084485024332813918590545654296875000000000000,-4.48419,-89.2499,-51.4437
1.8084505383053328841924667358398437500000000000,-4.48121,-88.315,-51.6718
1.8084525594846639782190322875976562500000000000,-4.51518,-87.3635,-51.7523
1.8084546824864704161882400512695312500000000000,-4.49832,-86.3856,-51.672
1.8084567084457475692033767700195312500000000000,-4.44905,-85.2932,-51.4779
1.8084587320952523499727249145507812500000000000,-4.30038,-84.0629,-51.2214
1.8084608497396692633628845214843750000000000000,-4.15152,-82.8107,-50.988
1.8084628878894131630659103393554687500000000000,-3.99922,-81.5749,-50.9198
1.8084650010105255991220474243164062500000000000,-3.90589,-80.3354,-51.091
1.8084671036414206027984619140625000000000000000,-3.83422,-79.1583,-51.4416
1.8084681065318442881107330322265625000000000000,-3.7221,-78.0866,-51.8858
1.8084702335436724126338958740234375000000000000,-3.48555,-77.1256,-52.3104
1.8084722555250082165002822875976562500000000000,-2.71661,-76.4157,-52.7112
1.8084743684215594083070755004882812500000000000,-1.97016,-75.8575,-53.026
1.8084764017913568764925003051757812500000000000,-1.6539,-75.4593,-53.0383
1.8084784392353370785713195800781250000000000000,-1.62328,-75.0581,-52.9998
1.8084805310231331735849380493164062500000000000,-1.64045,-74.9012,-52.9841
1.8084825556350432336330413818359375000000000000,-1.71453,-74.9198,-52.7752
1.8084845928223818540573120117187500000000000000,-1.64761,-74.9873,-52.6226
1.8084866153811607509851455688476562500000000000,-1.52518,-75.0062,-52.5835
1.8084886463128652423620223999023437500000000000,-1.47446,-75.0205,-52.7263
1.8084906753197591751813888549804687500000000000,-1.51671,-75.1759,-52.9011
1.8084928914503127336502075195312500000000000000,-1.55143,-75.3799,-53.0889
1.8084950039619017392396926879882812500000000000,-1.62029,-75.3576,-53.2296
1.8084970934078451246023178100585937500000000000,-1.74764,-75.0809,-53.2988
1.8084981134290821850299835205078125000000000000,-1.82693,-74.8055,-53.314
1.8085002092910602688789367675781250000000000000,-1.87025,-74.5616,-53.3305
1.8085022529265139251947402954101562500000000000,-1.86969,-74.2841,-53.3167
1.8085044423663619905710220336914062500000000000,-1.71447,-73.9031,-53.3211
1.8085064650855418294668197631835937500000000000,-1.30071,-73.2529,-53.3803
1.8085085031069651246070861816406250000000000000,-0.8808,-72.2492,-53.3888
1.8085107008234981447458267211914062500000000000,-0.661332,-71.0021,-53.2598
1.8085127123146168887615203857421875000000000000,-0.570677,-69.6531,-53.0269
1.8085148382036384195089340209960937500000000000,-0.514052,-68.1785,-52.7884
1.8085169379152379930019378662109375000000000000,-0.448883,-66.4859,-52.5487
1.8085190601471196860074996948242187500000000000,-0.450466,-64.5601,-52.312
1.8085200585783991962671279907226562500000000000,-0.499006,-62.4682,-52.0597
1.8085231281057618558406829833984375000000000000,-0.659797,-60.1875,-51.7827
1.8085242179013792425394058227539062500000000000,-0.877073,-57.7057,-51.5616
1.8085262288150545209646224975585937500000000000,-1.13524,-55.1189,-51.385
1.8085283374128621071577072143554687500000000000,-1.58505,-52.5171,-51.1945
1.8085305212065994739532470703125000000000000000,-2.29341,-49.7721,-50.7834
1.8085327279055815190076828002929687500000000000,-3.14534,-47.0199,-50.1554
1.8085348219389900565147399902343750000000000000,-4.08634,-44.3014,-49.4181
1.8085369061879448592662811279296875000000000000,-4.96704,-41.5596,-48.6437
1.8085390198544200509786605834960937500000000000,-5.64389,-38.83,-47.8161
1.8085410258277487009763717651367187500000000000,-6.02339,-36.1976,-46.9187
1.8085430636246107518672943115234375000000000000,-6.18391,-33.6219,-45.9709
1.8085451208299782127141952514648437500000000000,-6.20318,-30.9983,-45.0545
1.8085472055922161787748336791992187500000000000,-6.18573,-28.3352,-44.2499
1.8085482389908861368894577026367187500000000000,-6.16589,-25.5528,-43.4734
1.8085503479415755718946456909179687500000000000,-6.17515,-22.7122,-42.7953
1.8085525038255609571933746337890625000000000000,-6.31553,-19.8692,-42.1768
1.8085545713607449084520339965820312500000000000,-6.53669,-17.0514,-41.5373
1.8085566520808804780244827270507812500000000000,-6.8385,-14.2644,-40.9581
1.8085587472050148993730545043945312500000000000,-7.2334,-11.5903,-40.4028
1.8085607592094160616397857666015625000000000000,-7.71394,-9.07274,-39.7699
1.8085627884408716112375259399414062500000000000,-8.2655,-6.74501,-38.992
1.8085648022417627274990081787109375000000000000,-8.82903,-4.5806,-38.0434
1.8085669177368078380823135375976562500000000000,-9.43282,-2.55101,-36.9366
1.8085689498233988881111145019531250000000000000,-10.0725,-0.655037,-35.7175
1.8085711267519786953926086425781250000000000000,-10.7671,1.04198,-34.5438
1.8085721367000408470630645751953125000000000000,-11.5004,2.5673,-33.485
1.8085742606000918895006179809570312500000000000,-12.2443,3.7479,-32.5677
1.8085763463247347623109817504882812500000000000,-13.0161,4.72228,-31.8045
1.8085783239071086049079895019531250000000000000,-13.7817,5.5816,-31.2273
1.8085803328638933598995208740234375000000000000,-14.4726,6.3315,-30.6742
1.8085823595289349555969238281250000000000000000,-15.1783,6.67967,-30.5122
1.8085844812796141952276229858398437500000000000,-16.0439,6.75587,-30.5687
1.8085866118523415178060531616210937500000000000,-16.9573,6.58673,-30.4633
1.8085886304331786930561065673828125000000000000,-17.8701,6.27322,-29.8803
1.8085908192314233630895614624023437500000000000,-18.8883,5.9945,-28.7876
1.8085929158954057842493057250976562500000000000,-20.1734,5.9045,-27.5524
1.8085949227669794112443923950195312500000000000,-21.6672,6.2444,-26.1687
1.8085970288304530084133148193359375000000000000,-23.0907,6.85973,-24.8362
1.8085991429460506886243820190429687500000000000,-24.4025,7.76032,-23.6825
1.8086001511938638985157012939453125000000000000,-25.3459,8.66845,-22.9642
1.8086022498788975179195404052734375000000000000,-25.9031,9.50392,-22.696
1.8086042561088673770427703857421875000000000000,-26.2486,10.2343,-22.8264
1.8086063661823630332946777343750000000000000000,-26.5198,10.8714,-23.2327
1.8086084139882393181324005126953125000000000000,-26.7395,11.3824,-23.7669
1.8086106130200598388910293579101562500000000000,-26.9523,11.6505,-24.1974
1.8086126699687860906124114990234375000000000000,-27.134,11.7269,-24.244
1.8086147192503504455089569091796875000000000000,-27.2842,11.6626,-23.9091
1.8086168265007909387350082397460937500000000000,-27.4726,11.5851,-23.2839
1.8086189380499746650457382202148437500000000000,-27.46,11.5062,-22.5128
1.8086210502086814492940902709960937500000000000,-27.0529,11.1334,-21.8421
1.8086220476133953779935836791992187500000000000,-26.4855,10.481,-21.4437
1.8086241752347465604543685913085937500000000000,-25.7522,10.2571,-21.3218
1.8086262159509044140577316284179687500000000000,-24.5379,9.89442,-21.7546
1.8086282151553161442279815673828125000000000000,-23.2087,9.57003,-22.6561
1.8086302437130879610776901245117187500000000000,-22.0801,9.59021,-23.7105
1.8086324142897929996252059936523437500000000000,-21.4034,10.3019,-24.3283
1.8086344196535982191562652587890625000000000000,-20.8717,11.5104,-24.4925
1.8086364586374267935752868652343750000000000000,-20.4148,13.2271,-24.2493
1.8086385544673249125480651855468750000000000000,-20.0074,15.1309,-23.9841
1.8086406796505827456712722778320312500000000000,-19.6122,16.8887,-23.9366
1.8086426884469665586948394775390625000000000000,-19.3545,18.3309,-24.1075
1.8086447207581188529729843139648437500000000000,-19.2307,19.3879,-24.427
1.8086467400768000632524490356445312500000000000,-19.2375,20.116,-24.8054
1.8086488739858657121658325195312500000000000000,-19.3878,20.5449,-25.1167
1.8086509983671192079782485961914062500000000000,-19.6462,20.5673,-25.393
1.8086520867512088268995285034179687500000000000,-20.0239,20.2813,-25.6955
1.8086541886442597955465316772460937500000000000,-20.4536,19.8033,-25.9722
1.8086561989484120160341262817382812500000000000,-20.9326,19.3188,-26.2126
1.8086583980123125016689300537109375000000000000,-21.4103,18.8453,-26.5014
1.8086605142452016472816467285156250000000000000,-21.9393,18.4748,-26.851
1.8086625425784118473529815673828125000000000000,-22.4086,18.1009,-27.2735
1.8086645836795318871736526489257812500000000000,-22.7858,17.6962,-27.7666
1.8086666034794159233570098876953125000000000000,-22.9876,17.2875,-28.313
1.8086686416612397879362106323242187500000000000,-23.0802,16.8875,-28.9756
1.8086706886651117354631423950195312500000000000,-23.115,16.408,-29.7294
1.8086726731768034398555755615234375000000000000,-23.112,15.8663,-30.5352
1.8086747814858894795179367065429687500000000000,-23.0839,15.3597,-31.3131
1.8086768946070019155740737915039062500000000000,-23.018,14.8955,-31.9776
1.8086790354453850537538528442382812500000000000,-22.9219,14.4803,-32.55
1.8086811102627687156200408935546875000000000000,-22.8368,14.0941,-33.1529
1.8086821974278114736080169677734375000000000000,-22.7101,13.7431,-33.8232
1.8086843009569518268108367919921875000000000000,-22.5058,13.5133,-34.5327
1.8086864095547594130039215087890625000000000000,-22.2222,13.4145,-35.2571
1.8086884287771999835968017578125000000000000000,-21.9365,13.4323,-36.0201
1.8086904527475066483020782470703125000000000000,-21.6424,13.4832,-36.676
1.8086924775839779525995254516601562500000000000,-21.3639,13.5007,-37.2112
1.8086945689226515591144561767578125000000000000,-21.1678,13.4451,-37.6669
1.8086966115315396338701248168945312500000000000,-21.0348,13.3113,-38.0186
1.8086986462166246026754379272460937500000000000,-20.9024,13.1653,-38.1961
1.8087008570218689739704132080078125000000000000,-20.727,13.0286,-38.2516
1.8087028570282850414514541625976562500000000000,-20.5788,12.9239,-38.1865
1.8087049570927664637565612792968750000000000000,-20.4618,12.8512,-38.0907
1.8087070813136190176010131835937500000000000000,-20.4194,12.7768,-38.0023
1.8087091186613585799932479858398437500000000000,-20.4263,12.6492,-38.0232
1.8087111464171256870031356811523437500000000000,-20.4464,12.4307,-38.1744
1.8087122552683666348457336425781250000000000000,-20.446,12.1103,-38.4233
1.8087142792707536369562149047851562500000000000,-20.4454,11.7008,-38.6554
1.8087163368290029466152191162109375000000000000,-20.4027,11.3002,-38.7661
1.8087185359891440719366073608398437500000000000,-20.3292,10.9801,-38.6541
1.8087206422450989484786987304687500000000000000,-20.2617,10.7617,-38.3386
1.8087226497582759708166122436523437500000000000,-20.1742,10.6432,-37.8102
1.8087246790859717875719070434570312500000000000,-20.1458,10.5262,-37.2474
1.8087267118783265352249145507812500000000000000,-20.1955,10.3231,-36.828
1.8087288309021908789873123168945312500000000000,-20.2533,10.1326,-36.5848
1.8087309395320788025856018066406250000000000000,-20.2433,9.98365,-36.4473
1.8087330379283908754587173461914062500000000000,-20.1294,9.87088,-36.3536
1.8087350993041809648275375366210937500000000000,-20.0275,9.775,-36.3831
1.8087361964461583644151687622070312500000000000,-19.9199,9.74781,-36.4648
1.8087382910249296575784683227539062500000000000,-19.7986,9.80734,-36.4984
1.8087404612166728824377059936523437500000000000,-19.6632,9.9295,-36.3723
1.8087425021253116428852081298828125000000000000,-19.5363,10.0141,-36.1401
1.8087446078679837286472320556640625000000000000,-19.4406,10.0401,-35.9193
1.8087466238182466477155685424804687500000000000,-19.3729,10.0216,-35.7485
1.8087487144190762192010879516601562500000000000,-19.3148,9.952,-35.6748
1.8087507461207050830125808715820312500000000000,-19.2374,9.84739,-35.6317
1.8087528802222516387701034545898437500000000000,-19.1354,9.77103,-35.6084
1.8087549307228624820709228515625000000000000000,-19.0283,9.76412,-35.5534
1.8087569891793571412563323974609375000000000000,-18.9085,9.79694,-35.4904
1.8087590115777350962162017822265625000000000000,-18.7458,9.89682,-35.3958
1.8087611355740267783403396606445312500000000000,-18.5111,10.0272,-35.3243
1.8087621347752302885055541992187500000000000000,-18.2324,10.1539,-35.2939
1.8087642495324313640594482421875000000000000000,-17.9707,10.2053,-35.3063
1.8087662677603866904973983764648437500000000000,-17.7363,10.2112,-35.354
1.8087683354238916188478469848632812500000000000,-17.4994,10.1994,-35.3403
1.8087704525550257414579391479492187500000000000,-17.2774,10.1231,-35.3231
1.8087725562445666640996932983398437500000000000,-17.0846,10.0414,-35.2666
1.8087745906409297138452529907226562500000000000,-16.9352,9.98612,-35.1944
1.8087766072007160633802413940429687500000000000,-16.816,9.94467,-35.131
1.8087787209634318947792053222656250000000000000,-16.7382,9.91109,-35.0873
1.8087808455692466348409652709960937500000000000,0.0618987,-0.0408959,0.0028565
1.8087829577600337564945220947265625000000000000,0.133867,-0.0649301,-0.0129801
1.8087849650486495345830917358398437500000000000,0.196719,-0.0884324,-0.0552294
1.8087870733256556093692779541015625000000000000,0.256827,-0.111749,-0.0902581
1.8087881012706957757472991943359375000000000000,0.326877,-0.120895,-0.129767
1.8087902047356754541397094726562500000000000000,0.418236,-0.125669,-0.152122
1.8087923089064188301563262939453125000000000000,0.5018,-0.120905,-0.155303
1.8087945030299726873636245727539062500000000000,0.537369,-0.123763,-0.137974
1.8087966999765817075967788696289062500000000000,0.536403,-0.141287,-0.0927311
1.8087987953894373029470443725585937500000000000,0.560135,-0.16805,-0.0173027
1.8088009060082960873842239379882812500000000000,0.630243,-0.191443,0.0626516
1.8088030062010977417230606079101562500000000000,0.713849,-0.244401,0.117527
1.8088050407257817685604095458984375000000000000,0.797544,-0.294599,0.158185
1.8088061226938363164663314819335937500000000000,0.868459,-0.336295,0.187947
1.8088081392857030034065246582031250000000000000,0.926454,-0.405135,0.20178
1.8088103385100044310092926025390625000000000000,0.997823,-0.460345,0.251924
1.8088124761724501848220825195312500000000000000,1.08321,-0.52572,0.316725
1.8088145841928146779537200927734375000000000000,1.16515,-0.599755,0.431701
1.8088166341480627655982971191406250000000000000,1.22111,-0.701451,0.610642
1.8088186295670140534639358520507812500000000000,1.26353,-0.826038,0.932739
1.8088211143369510769844055175781250000000000000,1.30599,-1.01376,1.46755
1.8088233324885554611682891845703125000000000000,1.33914,-1.29568,2.33587
1.8088251257382452487945556640625000000000000000,1.35053,-1.69995,3.69153
1.8088262218536566942930221557617187500000000000,1.311,-2.22575,5.67032
1.8088283222068592905998229980468750000000000000,1.1544,-2.90318,8.30298
1.8088304184537999331951141357421875000000000000,0.856522,-3.74576,11.615
1.8088324399860132485628128051757812500000000000,0.379876,-4.74597,15.543
1.8088344823703400790691375732421875000000000000,-0.28706,-5.80572,19.8426
1.8088366239465672522783279418945312500000000000,-1.17799,-6.91302,24.2309
1.8088386432652484625577926635742187500000000000,-2.24492,-8.05086,28.538
1.8088406744856745004653930664062500000000000000,-3.41251,-9.16593,32.6316
1.8088427910714458674192428588867187500000000000,-4.60373,-10.2067,36.3243
1.8088448840782884508371353149414062500000000000,-5.77748,-11.134,39.5928
1.8088468943503603339195251464843750000000000000,-6.90233,-11.9198,42.5397
1.8088490119626972824335098266601562500000000000,-7.92715,-12.5185,45.2598
1.8088510523580532521009445190429687500000000000,-8.81996,-12.916,47.958
1.8088520519121389836072921752929687500000000000,-9.70764,-13.1857,50.8408
1.8088541873610526323318481445312500000000000000,-10.7078,-13.4172,53.9729
1.8088563929051484912633895874023437500000000000,-11.9136,-13.6403,57.3953
1.8088586030367095023393630981445312500000000000,-13.3186,-13.8084,61.1537
1.8088608013948459178209304809570312500000000000,-14.9361,-13.8694,65.1645
1.8088629756607715040445327758789062500000000000,-16.729,-13.8253,69.318
1.8088651637211721390485763549804687500000000000,-18.6034,-13.654,73.4313
1.8088661737975548952817916870117187500000000000,-20.4886,-13.3942,77.3672
1.8088683628524407744407653808593750000000000000,-22.2959,-13.0278,81.1098
